"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"ARM","Asia","Armenia","3/1/2023 12:00:00 AM","446819.000","0.000","0.000","8721.000","0.000","0.000","160698.975","0.000","0.000","3136.518","0.000","0.000","","","","","","","","","","","2780472.000","102.931","35.700","11.232","7.571","8787.580","1.800","341.010","7.110","1.500","52.100","94.043","","75.090"
"JPN","Asia","Japan","3/1/2023 12:00:00 AM","33241180.000","13950.000","11860.286","72494.000","99.000","80.429","268178.501","112.544","95.685","584.857","0.799","0.649","","","","","","","","","","","123951696.000","347.778","48.200","27.049","18.493","39002.223","","79.370","5.720","11.200","33.700","","","84.630"
"AZE","Asia","Azerbaijan","3/1/2023 12:00:00 AM","828588.000","40.000","23.143","10119.000","0.000","1.571","79994.377","3.862","2.234","976.919","0.000","0.152","","","","","","","","","","","10358078.000","119.309","32.400","6.018","3.871","15847.419","","559.812","7.110","0.300","42.500","83.241","","73.000"
"SYC","Africa","Seychelles","3/1/2023 12:00:00 AM","50665.000","0.000","0.000","172.000","0.000","0.000","472908.013","0.000","0.000","1605.451","0.000","0.000","","","","","","","","","","","107135.000","208.354","36.200","8.606","5.586","26382.287","1.100","242.648","10.550","7.100","35.700","","","73.400"
"MCO","Europe","Monaco","3/1/2023 12:00:00 AM","16115.000","9.000","1.286","67.000","0.000","0.000","441615.741","246.636","35.234","1836.069","0.000","0.000","","","","","","","","","","","36491.000","19347.500","","","","","","","5.460","","","","","86.750"
"TCA","North America","Turks and Caicos Islands","3/1/2023 12:00:00 AM","6551.000","0.000","0.000","38.000","0.000","0.000","143266.413","0.000","0.000","831.037","0.000","0.000","","","","","","","","","","","45726.000","37.312","","","","","","","","","","","","80.220"
"SAU","Asia","Saudi Arabia","3/1/2023 12:00:00 AM","829554.000","76.000","65.571","9615.000","1.000","1.286","22784.422","2.087","1.801","264.084","0.027","0.035","","","","","","","","","","","36408824.000","15.322","31.900","3.295","1.845","49045.411","","259.538","17.720","1.800","25.400","","","75.130"
"AGO","Africa","Angola","3/1/2023 12:00:00 AM","105277.000","22.000","10.286","1933.000","0.000","0.286","2958.133","0.618","0.289","54.315","0.000","0.008","","","","","","","","","","","35588996.000","23.890","16.800","2.405","1.362","5819.495","","276.045","3.940","","","26.664","","61.150"
"GUY","South America","Guyana","3/1/2023 12:00:00 AM","73069.000","0.000","1.000","1298.000","0.000","0.000","90350.637","0.000","1.237","1604.992","0.000","0.000","","","","","","","","","","","808727.000","3.952","26.300","5.305","2.837","7435.047","","373.159","11.620","","","77.159","","69.910"
"VEN","South America","Venezuela","3/1/2023 12:00:00 AM","551986.000","5.000","6.571","5854.000","1.000","0.286","19503.634","0.177","0.232","206.843","0.035","0.010","","","","","","","","","","","28301700.000","36.253","29.000","6.614","3.915","16745.022","","204.850","6.470","","","","","72.060"
"LBN","Asia","Lebanon","3/1/2023 12:00:00 AM","1232063.000","223.000","108.571","10832.000","4.000","1.571","224429.955","40.621","19.777","1973.134","0.729","0.286","","","","","","","","","","","5489744.000","594.561","31.100","8.514","5.430","13367.565","","266.591","12.710","26.900","40.700","","","78.930"
"GEO","Asia","Georgia","3/1/2023 12:00:00 AM","1825598.000","0.000","0.000","16965.000","0.000","0.000","487556.167","0.000","0.000","4530.784","0.000","0.000","","","","","","","","","","","3744385.000","65.032","38.700","14.864","10.244","9745.079","4.200","496.218","7.110","5.300","55.500","","","73.770"
"LBY","Africa","Libya","3/1/2023 12:00:00 AM","507174.000","0.000","0.429","6437.000","0.000","0.000","74449.264","0.000","0.063","944.902","0.000","0.000","","","","","","","","","","","6812344.000","3.623","29.000","4.424","2.816","17881.509","","341.862","10.430","","","","","72.910"
"AIA","North America","Anguilla","3/1/2023 12:00:00 AM","3904.000","0.000","0.000","12.000","0.000","0.000","245890.282","0.000","0.000","755.810","0.000","0.000","","","","","","","","","","","15877.000","","","","","","","","","","","","","81.880"
"SRB","Europe","Serbia","3/1/2023 12:00:00 AM","2492563.000","0.000","661.143","17826.000","0.000","5.429","362736.804","0.000","96.215","2594.176","0.000","0.790","","","","","","","","","","","6871547.000","80.291","41.200","17.366","","14048.881","","439.415","10.080","37.700","40.200","97.719","","76.000"
"AUS","Oceania","Australia","3/1/2023 12:00:00 AM","11366361.000","0.000","2666.143","19373.000","0.000","15.429","434204.950","0.000","101.849","740.066","0.000","0.589","","","","","","","","","","","26177410.000","3.202","37.900","15.504","10.129","44648.710","0.500","107.791","5.070","13.000","16.500","","","83.440"
"SMR","Europe","San Marino","3/1/2023 12:00:00 AM","23583.000","47.000","6.714","122.000","0.000","0.000","700000.000","1395.073","199.296","3621.253","0.000","0.000","","","","","","","","","","","33690.000","556.667","","","","56861.470","","","5.640","","","","","84.970"
"BGD","Asia","Bangladesh","3/1/2023 12:00:00 AM","2037829.000","56.000","8.000","29445.000","0.000","0.000","11904.155","0.327","0.047","172.006","0.000","0.000","","","","","","","","","","","171186368.000","1265.036","27.500","5.098","3.262","3523.984","14.800","298.003","8.380","1.000","44.700","34.808","","72.590"
