"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"PNG","Oceania","Papua New Guinea","5/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","10142625.000","18.220","22.600","3.808","2.142","3823.194","","561.494","17.650","23.500","48.800","","","64.500"
"BRN","Asia","Brunei","5/1/2023 12:00:00 AM","288051.000","0.000","177.286","157.000","0.000","0.286","641536.118","0.000","394.844","349.664","0.000","0.636","","","","","","","","","","","449002.000","81.347","32.400","4.591","2.382","71809.251","","201.285","12.790","2.000","30.900","","","75.860"
"MYS","Asia","Malaysia","5/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","33938216.000","96.254","29.900","6.293","3.407","26808.164","0.100","260.942","16.740","1.000","42.400","","","76.160"
"NIC","North America","Nicaragua","5/1/2023 12:00:00 AM","15697.000","0.000","0.857","245.000","0.000","0.000","2259.083","0.000","0.123","35.260","0.000","0.000","","","","","","","","","","","6948395.000","51.667","27.300","5.445","3.519","5321.444","3.200","137.016","11.470","","","","","74.480"
"KGZ","Asia","Kyrgyzstan","5/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","6630621.000","32.333","26.300","4.489","2.882","3393.474","1.400","436.362","7.110","3.600","50.500","89.220","","71.450"
"OMN","Asia","Oman","5/1/2023 12:00:00 AM","399449.000","0.000","0.000","4628.000","0.000","0.000","87286.454","0.000","0.000","1011.297","0.000","0.000","","","","","","","","","","","4576300.000","14.980","30.700","2.355","1.530","37960.709","","266.342","12.610","0.500","15.600","97.400","","77.860"
"PYF","Oceania","French Polynesia","5/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","306292.000","77.324","32.700","7.775","4.593","","","","22.630","","","","","77.660"
"SUR","South America","Suriname","5/1/2023 12:00:00 AM","82495.000","0.000","0.000","1404.000","0.000","0.000","133477.120","0.000","0.000","2271.676","0.000","0.000","","","","","","","","","","","618046.000","3.612","29.600","6.933","4.229","13767.119","","258.314","12.540","7.400","42.900","67.779","","71.680"
"NCL","Oceania","New Caledonia","5/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","289959.000","15.342","33.400","9.954","6.489","","","","23.360","","","","","77.550"
"LVA","Europe","Latvia","5/1/2023 12:00:00 AM","977652.000","6.000","19.571","6346.000","0.000","1.000","528273.789","3.242","10.575","3429.058","0.000","0.540","","","","","","","","","","","1850654.000","31.212","43.900","19.754","14.136","25063.846","0.700","350.060","4.910","25.600","51.000","","","75.290"
"BGR","Europe","Bulgaria","5/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","6781955.000","65.180","44.700","20.801","13.272","18563.307","1.500","424.688","5.810","30.100","44.400","","","75.050"
"EGY","Africa","Egypt","5/1/2023 12:00:00 AM","515970.000","0.000","0.000","24826.000","0.000","0.000","4648.793","0.000","0.000","223.678","0.000","0.000","","","","","","","","","","","110990096.000","97.999","25.300","5.159","2.891","10550.206","1.300","525.432","17.310","0.200","50.100","89.827","","71.990"
