"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"MYS","Asia","Malaysia","2/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","33938216.000","96.254","29.900","6.293","3.407","26808.164","0.100","260.942","16.740","1.000","42.400","","","76.160"
"CHL","South America","Chile","2/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","19603736.000","24.282","35.400","11.087","6.938","22767.037","1.300","127.993","8.460","34.200","41.500","","","80.180"
"DEU","Europe","Germany","2/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","83369840.000","237.016","46.600","21.453","15.957","45229.245","","156.139","8.310","28.200","33.100","","","81.330"
"RUS","Europe","Russia","2/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","144713312.000","8.823","39.600","14.178","9.393","24765.954","0.100","431.297","6.180","23.400","58.300","","","72.580"
"DNK","Europe","Denmark","2/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","5882259.000","136.520","42.300","19.677","12.325","46682.515","0.200","114.767","6.410","19.300","18.800","","","80.900"
"AUT","Europe","Austria","2/1/2023 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","8939617.000","106.749","44.400","19.202","13.748","45436.686","0.700","145.183","6.350","28.400","30.900","","","81.540"
"PSE","Asia","Palestine","2/1/2023 12:00:00 AM","703228.000","0.000","0.000","5708.000","0.000","0.000","133946.251","0.000","0.000","1087.222","0.000","0.000","","","","","","","","","","","5250076.000","778.202","20.400","3.043","1.726","4449.898","1.000","265.910","10.590","","","","","74.050"
"JAM","North America","Jamaica","2/1/2023 12:00:00 AM","153629.000","222.000","31.714","3484.000","4.000","0.571","54336.131","78.518","11.217","1232.235","1.415","0.202","","","","","","","","","","","2827382.000","266.879","31.400","9.684","6.390","8193.571","","206.537","11.280","5.300","28.600","66.425","","74.470"
"MWI","Africa","Malawi","2/1/2023 12:00:00 AM","88559.000","0.000","7.714","2686.000","0.000","0.000","4339.996","0.000","0.378","131.632","0.000","0.000","","","","","","","","","","","20405318.000","197.519","18.100","2.979","1.783","1095.042","71.400","227.349","3.940","4.400","24.700","8.704","","64.260"
"TWN","Asia","Taiwan","2/1/2023 12:00:00 AM","9569611.000","31788.000","26373.571","16356.000","48.000","26.857","400512.803","1330.409","1103.802","684.541","2.009","1.124","","","","","","","","","","","23893396.000","","42.200","","8.353","","","103.957","","","","","","80.460"
"OMN","Asia","Oman","2/1/2023 12:00:00 AM","399449.000","","","4628.000","0.000","0.000","87286.454","","","1011.297","0.000","0.000","","","","","","","","","","","4576300.000","14.980","30.700","2.355","1.530","37960.709","","266.342","12.610","0.500","15.600","97.400","","77.860"
"SUR","South America","Suriname","2/1/2023 12:00:00 AM","82020.000","0.000","0.000","1398.000","0.000","0.000","132708.569","0.000","0.000","2261.968","0.000","0.000","","","","","","","","","","","618046.000","3.612","29.600","6.933","4.229","13767.119","","258.314","12.540","7.400","42.900","67.779","","71.680"
"URY","South America","Uruguay","2/1/2023 12:00:00 AM","1032710.000","","","7609.000","0.000","1.143","301715.323","","","2223.036","0.000","0.334","","","","","","","","","","","3422796.000","19.751","35.600","14.655","10.361","20551.409","0.100","160.708","6.930","14.000","19.900","","","77.910"
"FRA","Europe","France","2/1/2023 12:00:00 AM","39568875.000","4506.000","4375.857","164355.000","53.000","42.857","583499.845","66.447","64.528","2423.650","0.782","0.632","","","","","","","","","","","67813000.000","122.578","42.000","19.718","13.079","38605.671","","86.060","4.770","30.100","35.600","","","82.660"
"MMR","Asia","Myanmar","2/1/2023 12:00:00 AM","633833.000","13.000","2.714","19490.000","0.000","0.000","11698.801","0.240","0.050","359.731","0.000","0.000","","","","","","","","","","","54179312.000","81.721","29.100","5.732","3.120","5591.597","6.400","202.104","4.610","6.300","35.200","79.287","","67.130"
"AFG","Asia","Afghanistan","2/1/2023 12:00:00 AM","208552.000","7.000","32.571","7882.000","0.000","1.429","5070.708","0.170","0.792","191.642","0.000","0.035","","","","","","","","","","","41128772.000","54.422","18.600","2.581","1.337","1803.987","","597.029","9.590","","","37.746","","64.830"
"BRA","South America","Brazil","2/1/2023 12:00:00 AM","36837943.000","13363.000","9895.143","697200.000","126.000","85.286","171089.794","62.063","45.957","3238.069","0.585","0.396","","","","","","","","","","","215313504.000","25.040","33.500","8.552","5.060","14103.452","3.400","177.961","8.110","10.100","17.900","","","75.880"
"ZWE","Africa","Zimbabwe","2/1/2023 12:00:00 AM","262324.000","718.000","102.571","5658.000","6.000","0.857","16073.244","43.994","6.285","346.680","0.368","0.053","","","","","","","","","","","16320539.000","42.729","19.600","2.822","1.882","1899.775","21.400","307.846","1.820","1.600","30.700","36.791","","61.490"
"CPV","Africa","Cape Verde","2/1/2023 12:00:00 AM","63229.000","0.000","0.286","413.000","0.000","0.143","106596.512","0.000","0.482","696.268","0.000","0.241","","","","","","","","","","","593162.000","135.580","25.700","4.460","3.437","6222.554","","182.219","2.420","2.100","16.500","","","72.980"
"CZE","Europe","Czechia","2/1/2023 12:00:00 AM","4590019.000","536.000","327.714","42312.000","5.000","2.714","437395.023","51.077","31.229","4032.022","0.476","0.259","","","","","","","","","","","10493990.000","137.176","43.300","19.027","11.580","32605.906","","227.485","6.820","30.500","38.300","","","79.380"
"AIA","North America","Anguilla","2/1/2023 12:00:00 AM","3904.000","0.000","0.000","12.000","0.000","0.000","245890.282","0.000","0.000","755.810","0.000","0.000","","","","","","","","","","","15877.000","","","","","","","","","","","","","81.880"
"LBY","Africa","Libya","2/1/2023 12:00:00 AM","507162.000","0.000","0.429","6437.000","0.000","0.000","74447.503","0.000","0.063","944.902","0.000","0.000","","","","","","","","","","","6812344.000","3.623","29.000","4.424","2.816","17881.509","","341.862","10.430","","","","","72.910"
"MLI","Africa","Mali","2/1/2023 12:00:00 AM","32783.000","0.000","1.000","743.000","0.000","0.000","1450.986","0.000","0.044","32.885","0.000","0.000","","","","","","","","","","","22593598.000","15.196","16.400","2.519","1.486","2014.306","","268.024","2.420","1.600","23.000","52.232","","59.310"
"LUX","Europe","Luxembourg","2/1/2023 12:00:00 AM","314769.000","38.000","41.143","1211.000","1.000","0.571","486053.913","58.678","63.531","1869.979","1.544","0.882","","","","","","","","","","","647601.000","231.447","39.700","14.312","9.842","94277.965","0.200","128.275","4.420","20.900","26.000","","","82.250"
"AGO","Africa","Angola","2/1/2023 12:00:00 AM","105184.000","0.000","0.000","1931.000","0.000","0.000","2955.520","0.000","0.000","54.258","0.000","0.000","","","","","","","","","","","35588996.000","23.890","16.800","2.405","1.362","5819.495","","276.045","3.940","","","26.664","","61.150"
"VAT","Europe","Vatican","2/1/2023 12:00:00 AM","29.000","0.000","0.000","","","","35891.089","0.000","0.000","","","","","","","","","","","","","","808.000","","","","","","","","","","","","","75.120"
"BHS","North America","Bahamas","2/1/2023 12:00:00 AM","37491.000","0.000","0.000","833.000","0.000","0.000","91443.917","0.000","0.000","2031.762","0.000","0.000","","","","","","","","","","","409989.000","39.497","34.300","8.996","5.200","27717.847","","235.954","13.170","3.100","20.400","","","73.920"
"CAN","North America","Canada","2/1/2023 12:00:00 AM","4565286.000","1172.000","1322.857","50590.000","29.000","35.143","118719.693","30.478","34.401","1315.587","0.754","0.914","","","","","","","","","","","38454328.000","4.037","41.400","16.984","10.797","44017.591","0.500","105.599","7.370","12.000","16.600","","","82.430"
"GMB","Africa","Gambia","2/1/2023 12:00:00 AM","12586.000","0.000","0.000","372.000","0.000","0.000","4651.154","0.000","0.000","137.473","0.000","0.000","","","","","","","","","","","2705995.000","207.566","17.500","2.339","1.417","1561.767","10.100","331.430","1.910","0.700","31.200","7.876","","62.050"
"MSR","North America","Montserrat","2/1/2023 12:00:00 AM","1403.000","0.000","0.000","8.000","0.000","0.000","317924.315","0.000","0.000","1812.826","0.000","0.000","","","","","","","","","","","4413.000","","","","","","","","","","","","","74.160"
"ZMB","Africa","Zambia","2/1/2023 12:00:00 AM","340944.000","181.000","171.571","4048.000","1.000","1.000","17032.152","9.042","8.571","202.221","0.050","0.050","","","","","","","","","","","20017670.000","22.995","17.700","2.480","1.542","3689.251","57.500","234.499","3.940","3.100","24.700","13.938","","63.890"
"LIE","Europe","Liechtenstein","2/1/2023 12:00:00 AM","21359.000","10.000","2.286","89.000","0.000","0.000","542726.464","254.097","58.079","2261.466","0.000","0.000","","","","","","","","","","","39355.000","237.012","","","","","","","7.770","","","","","82.490"
"BLR","Europe","Belarus","2/1/2023 12:00:00 AM","994037.000","0.000","0.000","7118.000","0.000","0.000","104251.871","0.000","0.000","746.516","0.000","0.000","","","","","","","","","","","9534956.000","46.858","40.300","14.799","9.788","17167.967","","443.129","5.180","10.500","46.100","","","74.790"
"PNG","Oceania","Papua New Guinea","2/1/2023 12:00:00 AM","46750.000","0.000","12.429","670.000","0.000","0.143","4609.260","0.000","1.225","66.058","0.000","0.014","","","","","","","","","","","10142625.000","18.220","22.600","3.808","2.142","3823.194","","561.494","17.650","23.500","48.800","","","64.500"
"HTI","North America","Haiti","2/1/2023 12:00:00 AM","34076.000","0.000","9.714","860.000","0.000","0.000","2941.389","0.000","0.839","74.234","0.000","0.000","","","","","","","","","","","11585003.000","398.448","24.300","4.800","2.954","1653.173","23.500","430.548","6.650","2.900","23.100","22.863","","64.000"
"CHN","Asia","China","2/1/2023 12:00:00 AM","2023904.000","0.000","0.000","84190.000","","","1419.400","0.000","0.000","59.044","","","","","","","","","","","","","1425887360.000","147.674","38.700","10.641","5.929","15308.712","0.700","261.899","9.740","1.900","48.400","","","76.910"
"VCT","North America","Saint Vincent and the Grenadines","2/1/2023 12:00:00 AM","9585.000","0.000","0.571","123.000","0.000","0.000","92199.810","0.000","5.497","1183.159","0.000","0.000","","","","","","","","","","","103959.000","281.787","31.800","7.724","4.832","10727.146","","252.675","11.620","","","","","72.530"
"ISR","Asia","Israel","2/1/2023 12:00:00 AM","4786649.000","469.000","482.000","12193.000","","","506577.310","49.635","51.011","1290.401","","","","","","","","","","","","","9449000.000","402.606","30.600","11.733","7.359","33132.320","0.500","93.320","6.740","15.400","35.400","","","82.970"
"LCA","North America","Saint Lucia","2/1/2023 12:00:00 AM","29803.000","0.000","0.000","409.000","0.000","0.000","165690.046","0.000","0.000","2273.839","0.000","0.000","","","","","","","","","","","179872.000","293.187","34.900","9.721","6.405","12951.839","","204.620","11.620","","","87.202","","76.200"
"ISL","Europe","Iceland","2/1/2023 12:00:00 AM","208688.000","0.000","11.857","199.000","0.000","0.000","559630.789","0.000","31.797","533.651","0.000","0.000","","","","","","","","","","","372903.000","3.404","37.300","14.431","9.207","46482.958","0.200","117.992","5.310","14.300","15.200","","","82.990"
"BRN","Asia","Brunei","2/1/2023 12:00:00 AM","276067.000","","","225.000","0.000","0.000","614845.814","","","501.111","0.000","0.000","","","","","","","","","","","449002.000","81.347","32.400","4.591","2.382","71809.251","","201.285","12.790","2.000","30.900","","","75.860"
"EGY","Africa","Egypt","2/1/2023 12:00:00 AM","515645.000","0.000","0.000","24805.000","0.000","0.000","4645.865","0.000","0.000","223.488","0.000","0.000","","","","","","","","","","","110990096.000","97.999","25.300","5.159","2.891","10550.206","1.300","525.432","17.310","0.200","50.100","89.827","","71.990"
"POL","Europe","Poland","2/1/2023 12:00:00 AM","6380225.000","834.000","502.429","118736.000","9.000","4.857","160077.325","20.925","12.606","2979.039","0.226","0.122","","","","","","","","","","","39857144.000","124.027","41.800","16.763","10.202","27216.445","","227.331","5.910","23.300","33.100","","","78.730"
"TUN","Africa","Tunisia","2/1/2023 12:00:00 AM","1150356.000","0.000","11.143","29308.000","0.000","0.857","93100.130","0.000","0.902","2371.943","0.000","0.069","","","","","","","","","","","12356116.000","74.228","32.700","8.001","5.075","10849.297","2.000","318.991","8.520","1.100","65.800","78.687","","76.700"
"NZL","Oceania","New Zealand","2/1/2023 12:00:00 AM","2183102.000","6.000","1510.429","2477.000","0.000","1.286","421018.385","1.157","291.291","477.698","0.000","0.248","","","","","","","","","","","5185289.000","18.206","37.900","15.322","9.720","36085.843","","128.797","8.080","14.800","17.200","","","82.290"
