"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"KGZ","Asia","Kyrgyzstan","9/1/2021 12:00:00 AM","175876.000","142.000","185.714","2532.000","4.000","4.857","26533.916","21.423","28.018","381.996","0.603","0.733","","","","","","","","","","","6628347.000","32.333","26.300","4.489","2.882","3393.474","1.400","436.362","7.110","3.600","50.500","89.220","","71.450"
"NPL","Asia","Nepal","9/1/2021 12:00:00 AM","764295.000","1648.000","1633.143","10770.000","20.000","22.571","25755.588","55.535","55.034","362.933","0.674","0.761","","","","","","","","","","","29674920.000","204.430","25.000","5.809","3.212","2442.804","15.000","260.797","7.260","9.500","37.800","47.782","","70.780"
"STP","Africa","Sao Tome and Principe","9/1/2021 12:00:00 AM","2627.000","19.000","10.286","37.000","0.000","0.000","11761.072","85.063","46.049","165.649","0.000","0.000","","","","","","","","","","","223364.000","212.841","18.700","2.886","2.162","3052.714","32.300","270.113","2.420","","","41.340","","70.390"
"LAO","Asia","Laos","9/1/2021 12:00:00 AM","15289.000","274.000","197.143","14.000","0.000","0.429","2071.860","37.131","26.715","1.897","0.000","0.058","","","","","","","","","","","7379358.000","29.715","24.400","4.029","2.322","6397.360","22.700","368.111","4.000","7.300","51.200","49.839","","67.920"
"URY","South America","Uruguay","9/1/2021 12:00:00 AM","385078.000","144.000","98.000","6034.000","2.000","1.714","110491.020","41.318","28.119","1731.345","0.574","0.492","","","","","","","","","","","3485152.000","19.751","35.600","14.655","10.361","20551.409","0.100","160.708","6.930","14.000","19.900","","","77.910"
"YEM","Asia","Yemen","9/1/2021 12:00:00 AM","7900.000","31.000","39.286","1480.000","8.000","6.000","259.096","1.017","1.288","48.539","0.262","0.197","","","","","","","","","","","30490639.000","53.508","20.300","2.922","1.583","1479.147","18.800","495.003","5.350","7.600","29.200","49.542","","66.120"
"CYP","Europe","Cyprus","9/1/2021 12:00:00 AM","114131.000","256.000","264.714","507.000","4.000","3.000","128525.177","288.287","298.100","570.943","4.504","3.378","","","","","","","","","","","888005.000","127.657","37.300","13.416","8.563","32415.132","","141.171","9.240","19.600","52.700","","","80.980"
"SYC","Africa","Seychelles","9/1/2021 12:00:00 AM","20128.000","90.000","51.143","102.000","0.000","0.571","203498.130","909.918","517.065","1031.241","0.000","5.777","","","","","","","","","","","98910.000","208.354","36.200","8.606","5.586","26382.287","1.100","242.648","10.550","7.100","35.700","","","73.400"
"SAU","Asia","Saudi Arabia","9/1/2021 12:00:00 AM","543318.000","0.000","189.143","8512.000","0.000","4.429","15373.728","0.000","5.352","240.856","0.000","0.125","","","","","","","","","","","35340680.000","15.322","31.900","3.295","1.845","49045.411","","259.538","17.720","1.800","25.400","","","75.130"
"TUN","Africa","Tunisia","9/1/2021 12:00:00 AM","666168.000","2134.000","2669.286","23538.000","87.000","96.857","55812.766","178.790","223.638","1972.056","7.289","8.115","","","","","","","","","","","11935764.000","74.228","32.700","8.001","5.075","10849.297","2.000","318.991","8.520","1.100","65.800","78.687","","76.700"
